268,8751629666074
316,0487419651067
318,0819751648845
427,69700963831656
407,80501721562024
393,6029909088722
329,3499648738401
276,5166707576052
433,01011934950543
311,3547234806769
323,16046733409974
286,80097589632595
358,5055188849363
281,961629418723
268,3410479466223
300,289012897679
313,3210906793883
265,8705929594291
444,4405567640432
297,49078544408155
312,30075717805045
269,1203111866915
490,8924411369744
393,6092798612224
361,1057336974767
456,20768781530813
334,1594122354589
331,6682979148958
426,58478001031784
406,4047702360094
326,9657045281095
318,7838239125011
530,6304508918599
461,42692738164607
399,46134653256576
210,81490668687692
447,8000401881687
576,8749033475823
438,44178603114193
315,2342686380488
503,858171644242
306,32390987846316
313,74387390530336
425,7938207847103
277,4951437030285
594,2323641071728
229,60053479088523
528,7617992895621
386,6692928099848
328,6684987122943
397,1307248439052
412,2969824141295
281,72097236417255
504,03587357384424
410,15771224927886
317,6902284207372
295,61025520706767
359,9910659530892
278,7506485990466
347,30530751529864
265,1498032432887
314,6926072353332
393,98436486817536
333,1873174649704
288,21399136238995
485,81737811434266
374,6407314775305
282,09662942623396
410,74024228508114
476,7177154647036
461,54568447819213
518,5736446980268
247,53320241138806
362,1526506048371
350,88279451674015
308,23355178648546
255,86289984630105
516,425725959037
282,87183118064837
427,4922937253905
315,8867813743585
372,1098950729163
417,6686758420992
485,39408627871217
423,74640255903523
422,8544074538401
212,26824206891584
316,69811657392154
333,5357570239222
354,90852278333085
537,8754994032635
521,7192085954741
529,0904737282532
408,2189660762754
469,0467870189399
333,98306383025334
465,52563891208223
380,6657473185963
373,8789755148797
340,57212312752847
307,66708067760885
330,5016622777328
429,0447582355804
287,65098888191244
488,31788999241246
287,63350036243855
237,7994587122998
268,82173274350316
315,8976592466984
401,85721866388667
389,0423038363769
385,3099510296293
469,46425864220396
405,586376323872
276,8087622302419
404,5622297643606
338,3808560959093
448,5402198956066
96,20606794433513
185,3471938531312
358,7830554233078
345,1330369570416
377,5472254176469
236,14569316638782
422,93398269301264
306,4212557238741
363,078796368374
416,8741419702915
449,51913696656413
340,7436285305511
472,5170844222315
311,4996554635808
495,7993287081129
310,6982493290116
334,6204576706033
416,88039729551883
351,42737864500737
323,0032593452114
397,2012316346536
386,00311667004587
400,238253780976
212,16828393875977
304,79269330973
395,9593893159211
303,4185429618648
302,51713777437857
199,24533323141065
426,6495520154421
329,9823025954174
529,1758012153557
464,5144727935401
339,43186606594804
363,67187095099627
141,94076641611542
461,2220416618184
554,9136704470424
318,7644758906498
441,5170215786104
529,6660654933878
369,6415067251734
437,1683763968309
360,0008725979229
389,4192628067467
402,22902703484834
619,1189161377997
398,87622529255896
387,3334557893447
401,5075990096466
389,1664502491994
382,02503903932455
529,1725826493682
264,3122909341606
366,3738869220212
258,15671529182185
412,4227416887955
349,0177198782969
349,4034179979052
354,95728954440915
627,2926873708701
403,7210318137711
200,6904160950501
521,3950306434209
329,13688720531724
364,8916130699432
313,00692228054095
313,9391517148254
219,9526440637604
487,99369928265776
412,9835521287285
467,52066233733035
349,2461640035442
287,43199547059214
400,98390630151266
272,05818633699147
339,755865288757
562,4668260903205
341,80529368194215
459,91607707057426
385,5588798415322
404,42071972237545
531,9023274293929
442,11223611991295
356,3215868555406
300,5638413283227
445,18277684465113
372,1895719334861
515,7536496433762
407,4633484362639
344,54328768401916
267,6293013241833
400,35369486985826
396,640542289512
438,6567266262624
405,91328190533375
280,86123187716885
321,95643425753406
352,9225370605563
510,29444674617264
498,09486663955863
506,42200400142207
287,23855242450895
490,8410565331055
281,10150811634134
446,4955406871627
172,82469600082416
317,60754097869176
282,25657312782494
394,142720176563
384,3026810674721
385,7189718145918
478,5596892542073
392,6592927742815
377,74808798423084
464,20208007772226
246,4197070405334
361,37991283012974
261,0371116312677
473,5526420799777
420,2198454488058
261,42567035567623
401,4479691226691
425,9218611261932
426,0368256881542
226,127577776175
224,12651057246313
340,08024650852576
521,8723847915528
324,0909119731675
